test	pin_file	area	verdict	evidence	declined_ref	pin_commit	sweep_date	confidence	source_doc
test_startup_failure_retryability	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_startup_max_attempts_only_retries_ambient_agent_sources	app/src/terminal/shared_session/sharer/network_tests.rs	app-terminal	CLOUD	`sharer/network.rs` imports `session_sharing_protocol::sharer::InitPayload`, `warp_server_client::iap::IapManager`, `crate::server::server_api::ServerApiProvider`, `crate::auth::{AuthStateProvider, UserUid}` (quoted in `		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
command_execution_finished_defers_queued_command_advance_until_block_completion	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
command_execution_started_preserves_draft_for_queued_command	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
new_viewer_processes_old_sharer_lifecycle_stream	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_append_followup_replay_marks_existing_conversations_suppressible	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_append_followup_scrollback_skips_duplicates	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_append_followup_scrollback_with_completed_last_block_creates_active_block	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_cloud_mode_setup_phase_ended_clears_setup_state	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_cloud_mode_setup_phase_ended_is_idempotent	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_cloud_mode_setup_phase_ended_when_flag_already_false	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_fresh_session_replay_does_not_suppress_existing_conversations	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_out_of_order_buffering	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_pty_bytes_buffered_before_command_execution_started	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_terminal_model_is_correct	app/src/terminal/shared_session/viewer/event_loop_tests.rs	app-terminal	CLOUD	`viewer/event_loop.rs` imports `session_sharing_protocol::common::{...}` directly (verified by reading the pin source; `SCOPE-TERMINAL.md` had no row for this specific file).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_send_pty_write_event_advances_event_no	app/src/terminal/shared_session/viewer/network_tests.rs	app-terminal	CLOUD	`viewer/network.rs` imports `session_sharing_protocol::viewer::{...}`, `warp_server_client::iap::IapManager`, `crate::server::server_api::auth::AuthClient` (quoted in `SCOPE-TERMINAL.md`).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_send_pty_write_event_while_batching	app/src/terminal/shared_session/viewer/network_tests.rs	app-terminal	CLOUD	`viewer/network.rs` imports `session_sharing_protocol::viewer::{...}`, `warp_server_client::iap::IapManager`, `crate::server::server_api::auth::AuthClient` (quoted in `SCOPE-TERMINAL.md`).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
test_send_pty_write_event_while_not_batching	app/src/terminal/shared_session/viewer/network_tests.rs	app-terminal	CLOUD	`viewer/network.rs` imports `session_sharing_protocol::viewer::{...}`, `warp_server_client::iap::IapManager`, `crate::server::server_api::auth::AuthClient` (quoted in `SCOPE-TERMINAL.md`).		02b53fcd8	2026-08-11	clean	docs/sweep/app-terminal.md
b1_populates_agent_id_to_conversation_id_for_new_child	app/src/terminal/shared_session/viewer/orchestration_viewer_model_tests.rs	app-terminal	CLOUD	Source doesn't exist in fork. Pin imports `session_sharing_protocol`, `ServerApiProvider`, `ai::ambient_agents::AmbientAgentTask`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
b2_backfills_parent_agent_id_on_orchestrator_token_assigned	app/src/terminal/shared_session/viewer/orchestration_viewer_model_tests.rs	app-terminal	CLOUD	Source doesn't exist in fork. Pin imports `session_sharing_protocol`, `ServerApiProvider`, `ai::ambient_agents::AmbientAgentTask`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
b2_does_not_overwrite_existing_parent_agent_id	app/src/terminal/shared_session/viewer/orchestration_viewer_model_tests.rs	app-terminal	CLOUD	Source doesn't exist in fork. Pin imports `session_sharing_protocol`, `ServerApiProvider`, `ai::ambient_agents::AmbientAgentTask`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
b2_ignores_token_assigned_for_unrelated_conversation	app/src/terminal/shared_session/viewer/orchestration_viewer_model_tests.rs	app-terminal	CLOUD	Source doesn't exist in fork. Pin imports `session_sharing_protocol`, `ServerApiProvider`, `ai::ambient_agents::AmbientAgentTask`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
child_spawned_with_malformed_run_id_is_dropped	app/src/terminal/shared_session/viewer/orchestration_viewer_model_tests.rs	app-terminal	CLOUD	Source doesn't exist in fork. Pin imports `session_sharing_protocol`, `ServerApiProvider`, `ai::ambient_agents::AmbientAgentTask`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
child_status_changed_does_not_refetch_when_already_materialized	app/src/terminal/shared_session/viewer/orchestration_viewer_model_tests.rs	app-terminal	CLOUD	Source doesn't exist in fork. Pin imports `session_sharing_protocol`, `ServerApiProvider`, `ai::ambient_agents::AmbientAgentTask`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
child_status_changed_refetches_metadata_while_session_id_is_pending	app/src/terminal/shared_session/viewer/orchestration_viewer_model_tests.rs	app-terminal	CLOUD	Source doesn't exist in fork. Pin imports `session_sharing_protocol`, `ServerApiProvider`, `ai::ambient_agents::AmbientAgentTask`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
child_status_changed_updates_existing_placeholder_via_local_map	app/src/terminal/shared_session/viewer/orchestration_viewer_model_tests.rs	app-terminal	CLOUD	Source doesn't exist in fork. Pin imports `session_sharing_protocol`, `ServerApiProvider`, `ai::ambient_agents::AmbientAgentTask`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
child_status_changed_with_unknown_run_id_is_silently_dropped	app/src/terminal/shared_session/viewer/orchestration_viewer_model_tests.rs	app-terminal	CLOUD	Source doesn't exist in fork. Pin imports `session_sharing_protocol`, `ServerApiProvider`, `ai::ambient_agents::AmbientAgentTask`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
handle_streamer_event_filters_on_parent_task_id	app/src/terminal/shared_session/viewer/orchestration_viewer_model_tests.rs	app-terminal	CLOUD	Source doesn't exist in fork. Pin imports `session_sharing_protocol`, `ServerApiProvider`, `ai::ambient_agents::AmbientAgentTask`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
maps_blocked_to_blocked	app/src/terminal/shared_session/viewer/orchestration_viewer_model_tests.rs	app-terminal	CLOUD	Source doesn't exist in fork. Pin imports `session_sharing_protocol`, `ServerApiProvider`, `ai::ambient_agents::AmbientAgentTask`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
maps_cancelled_to_cancelled	app/src/terminal/shared_session/viewer/orchestration_viewer_model_tests.rs	app-terminal	CLOUD	Source doesn't exist in fork. Pin imports `session_sharing_protocol`, `ServerApiProvider`, `ai::ambient_agents::AmbientAgentTask`. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-terminal.md
